db_id	disease_name	gene_symbol	pmid
167	Chédiak-Higashi syndrome	LYST	20368792[PMID]
207	Crouzon disease	FGFR2	20301628[PMID]
207	Crouzon disease	ERF	23354439[PMID]
201	Cowden syndrome	PTEN	
201	Cowden syndrome	USF3	28011713[PMID]
201	Cowden syndrome	PIK3CA	23246288[PMID]
201	Cowden syndrome	SDHB	
201	Cowden syndrome	SDHD	
201	Cowden syndrome	SDHC	21979946[PMID]
201	Cowden syndrome	SEC23B	26522472[PMID]
201	Cowden syndrome	AKT1	23246288[PMID]
201	Cowden syndrome	KLLN	21177507[PMID]
192	Coffin-Lowry syndrome	RPS6KA3	20301520[PMID]
169808	Mild hemophilia A	F8	20301578[PMID]
169802	Severe hemophilia A	F8	20301578[PMID]
169805	Moderate hemophilia A	F8	20301578[PMID]
562	McCune-Albright syndrome	GNAS	1594625[PMID]_1944469[PMID]
565	Menkes disease	ATP7A	20301586[PMID]
555	NON RARE IN EUROPE: Celiac disease	HLA-DRB1	24392558[PMID]
555	NON RARE IN EUROPE: Celiac disease	HLA-DQA1	
555	NON RARE IN EUROPE: Celiac disease	HLA-DQB1	
474	Jeune syndrome	DYNC2LI1	26077881[PMID]
474	Jeune syndrome	IFT80	17468754[PMID]
474	Jeune syndrome	DYNC2H1	23456818[PMID]_23339108[PMID]
474	Jeune syndrome	TTC21B	21258341[PMID]_22791528[PMID]
474	Jeune syndrome	WDR19	22019273[PMID]_22791528[PMID]
474	Jeune syndrome	IFT140	22503633[PMID]_23418020[PMID]_24009529[PMID]
474	Jeune syndrome	DYNC2I1	23910462[PMID]
474	Jeune syndrome	IFT172	24140113[PMID]
474	Jeune syndrome	DYNC2I2	24183451[PMID]
474	Jeune syndrome	CEP120	25361962[PMID]
540	Familial hemophagocytic lymphohistiocytosis	PRF1	11179007[PMID]
540	Familial hemophagocytic lymphohistiocytosis	STX11	11179007[PMID]
540	Familial hemophagocytic lymphohistiocytosis	UNC13D	11179007[PMID]
540	Familial hemophagocytic lymphohistiocytosis	STXBP2	11179007[PMID]
568	Microphthalmia, Lenz type	BCOR	20301694[PMID]_15004558[PMID]
568	Microphthalmia, Lenz type	NAA10	24431331[PMID]
564	Meckel syndrome	TXNDC15	27894351[PMID]
564	Meckel syndrome	TMEM107	26123494[PMID]
564	Meckel syndrome	TCTN1	28631893[PMID]
564	Meckel syndrome	TMEM237	26729329[PMID]
564	Meckel syndrome	RPGRIP1	
564	Meckel syndrome	CEP290	21110233[PMID]_19466712[PMID]_17564974[PMID]
564	Meckel syndrome	TMEM67	21110233[PMID]_19466712[PMID]_17389183[PMID]
564	Meckel syndrome	MKS1	21110233[PMID]_19466712[PMID]_17389183[PMID]
564	Meckel syndrome	RPGRIP1L	21110233[PMID]_17558409[PMID]
564	Meckel syndrome	CC2D2A	21110233[PMID]_19466712[PMID]
564	Meckel syndrome	TMEM216	21110233[PMID]_20512146[PMID]
564	Meckel syndrome	TCTN3	22883145[PMID]
564	Meckel syndrome	TCTN2	21462283[PMID]
564	Meckel syndrome	B9D1	21493627[PMID]
564	Meckel syndrome	B9D2	21763481[PMID]
564	Meckel syndrome	TMEM231	23349226[PMID]
564	Meckel syndrome	CSPP1	
289	Ellis Van Creveld syndrome	DYNC2LI1	26130459[PMID]
289	Ellis Van Creveld syndrome	GLI1	28973407[PMID]
289	Ellis Van Creveld syndrome	EVC	23220543[PMID]_22791528[PMID]_19744229[PMID]_18947413[PMID]
289	Ellis Van Creveld syndrome	EVC2	23220543[PMID]_22791528[PMID]_12571802[PMID]_12468274[PMID]
258	Laminin subunit alpha 2-related congenital muscular dystrophy	LAMA2	24223650[PMID]_22675738[PMID]
1646	Partial chromosome Y deletion	USP9Y	20301513[PMID]_10581029[PMID]_22537385[PMID]_20671934[PMID]
1646	Partial chromosome Y deletion	DAZ1	20671934[PMID]_11870237[PMID]
1646	Partial chromosome Y deletion	DAZ2	20671934[PMID]_11870237[PMID]
1646	Partial chromosome Y deletion	DAZ3	20671934[PMID]_14639527[PMID]
1646	Partial chromosome Y deletion	DAZ4	20671934[PMID]_14639527[PMID]
1646	Partial chromosome Y deletion	DDX3Y	22537385[PMID]_10767340[PMID]_20671934[PMID]_20301513[PMID]
1646	Partial chromosome Y deletion	RBMY1A1	12525536[PMID]_20671934[PMID]
1646	Partial chromosome Y deletion	TSPY1	23307928[PMID]
169464	Primary CD59 deficiency	CD59	23149847[PMID]
87	Apert syndrome	FGFR2	20301628[PMID]_23593218[PMID]_15282208[PMID]
169615	Idiopathic central precocious puberty	KISS1R	18272894[PMID]_20631455[PMID]
169615	Idiopathic central precocious puberty	MKRN3	23738509[PMID]
169615	Idiopathic central precocious puberty	DLK1	28324015[PMID]
97	Familial paroxysmal ataxia	CACNA1A	20301674[PMID]
169467	Recurrent Neisseria infections due to factor D deficiency	CFD	16527897[PMID]
313	Lamellar ichthyosis	SULT2B1	28575648[PMID]
313	Lamellar ichthyosis	SDR9C7	28906551[PMID]_28369735[PMID]
313	Lamellar ichthyosis	ABCA12	22739337[PMID]_20301593[PMID]
313	Lamellar ichthyosis	ALOX12B	22739337[PMID]_20301593[PMID]
313	Lamellar ichthyosis	ALOXE3	25423909[PMID]_21668430[PMID]_19131948[PMID]
313	Lamellar ichthyosis	TGM1	22739337[PMID]_20301593[PMID]
313	Lamellar ichthyosis	CYP4F22	22739337[PMID]_20301593[PMID]
313	Lamellar ichthyosis	NIPAL4	22739337[PMID]_20301593[PMID]
313	Lamellar ichthyosis	LIPN	21439540[PMID]
169799	Mild hemophilia B	F9	
169796	Moderate hemophilia B	F9	
169793	Severe hemophilia B	F9	
406	NON RARE IN EUROPE: Heterozygous familial hypercholesterolemia	STAP1	26036859_25170087[PMID]
406	NON RARE IN EUROPE: Heterozygous familial hypercholesterolemia	APOB	12551903[PMID]
406	NON RARE IN EUROPE: Heterozygous familial hypercholesterolemia	APOE	22949395[PMID]
406	NON RARE IN EUROPE: Heterozygous familial hypercholesterolemia	LDLR	2569482[PMID]_9259195[PMID]
406	NON RARE IN EUROPE: Heterozygous familial hypercholesterolemia	PCSK9	12730697[PMID]
406	NON RARE IN EUROPE: Heterozygous familial hypercholesterolemia	LIPA	27423329_26350820[PMID]
171430	Severe congenital nemaline myopathy	ACTA1	
171430	Severe congenital nemaline myopathy	NEB	
171430	Severe congenital nemaline myopathy	KLHL40	23746549[PMID]
171430	Severe congenital nemaline myopathy	KLHL41	24268659[PMID]
171430	Severe congenital nemaline myopathy	LMOD3	25250574[PMID]
171433	Intermediate nemaline myopathy	TPM3	18382475[PMID]
171433	Intermediate nemaline myopathy	ACTA1	
171433	Intermediate nemaline myopathy	NEB	
171433	Intermediate nemaline myopathy	KLHL41	24268659[PMID]
171436	Typical nemaline myopathy	ACTA1	
171436	Typical nemaline myopathy	CFL2	17160903[PMID]
171436	Typical nemaline myopathy	TPM2	
171436	Typical nemaline myopathy	NEB	
171436	Typical nemaline myopathy	KLHL41	24268659[PMID]
171436	Typical nemaline myopathy	LMOD3	25250574[PMID]
171439	Childhood-onset nemaline myopathy	TPM2	23378224[PMID]_23413262[PMID]
171439	Childhood-onset nemaline myopathy	MYPN	28017374[PMID]
171439	Childhood-onset nemaline myopathy	ACTA1	
171439	Childhood-onset nemaline myopathy	TPM3	7704029[PMID]
171439	Childhood-onset nemaline myopathy	NEB	
171439	Childhood-onset nemaline myopathy	KBTBD13	20301465[PMID]_21104864[PMID]
171439	Childhood-onset nemaline myopathy	KLHL41	24268659[PMID]
171445	Muscle filaminopathy	FLNC	15929027[PMID]
171607	X-linked spastic paraplegia type 34	SPG34	
2771	Bruck syndrome	PLOD2	15523624[PMID]_22689593[PMID]
2771	Bruck syndrome	FKBP10	22085994[PMID]_22949511[PMID]_22689593[PMID]
106	NON RARE IN EUROPE: Autism	RAB39B	
106	NON RARE IN EUROPE: Autism	EN2	26220976[PMID]
106	NON RARE IN EUROPE: Autism	SHANK3	19384346[PMID]
106	NON RARE IN EUROPE: Autism	NLGN3	24570023[PMID]
106	NON RARE IN EUROPE: Autism	NLGN4X	27782075[PMID]
106	NON RARE IN EUROPE: Autism	MECP2	
106	NON RARE IN EUROPE: Autism	MET	
106	NON RARE IN EUROPE: Autism	CNTNAP2	18179894[PMID]_18179895[PMID]
106	NON RARE IN EUROPE: Autism	AUTS2	
106	NON RARE IN EUROPE: Autism	GABRB3	
106	NON RARE IN EUROPE: Autism	NRXN1	
106	NON RARE IN EUROPE: Autism	EIF4E	
106	NON RARE IN EUROPE: Autism	SLC9A9	
106	NON RARE IN EUROPE: Autism	CHD8	
106	NON RARE IN EUROPE: Autism	SHANK2	20473310[PMID]
106	NON RARE IN EUROPE: Autism	PTCHD1	20844286[PMID]_21091464[PMID]
171612	Autosomal dominant spastic paraplegia type 37	SPG37	
171617	Autosomal dominant spastic paraplegia type 38	SPG38	
1349	Mitochondrial DNA-related cardiomyopathy and hearing loss	MT-TK	8651277[PMID]
171622	Autosomal recessive spastic paraplegia type 32	SPG32	
171629	Autosomal recessive spastic paraplegia type 35	FA2H	20104589[PMID]
357	NON RARE IN EUROPE: Gilbert syndrome	UGT1A1	8528206[PMID]_7715297[PMID]_23403257[PMID]
861	Treacher-Collins syndrome	POLR1B	25790162[PMID]
861	Treacher-Collins syndrome	TCOF1	20301704[PMID]
861	Treacher-Collins syndrome	POLR1D	20301704[PMID]
861	Treacher-Collins syndrome	POLR1C	20301704[PMID]
308	Progressive myoclonic epilepsy type 1	CSTB	9012407[PMID]_20301321[PMID]
308	Progressive myoclonic epilepsy type 1	SCARB2	19847901[PMID]
308	Progressive myoclonic epilepsy type 1	PRICKLE1	18976727[PMID]
199	Cornelia de Lange syndrome	SMC1A	20301283[PMID]
199	Cornelia de Lange syndrome	NIPBL	20301283[PMID]
199	Cornelia de Lange syndrome	SMC3	20301283[PMID]
199	Cornelia de Lange syndrome	HDAC8	22885700[PMID]
199	Cornelia de Lange syndrome	RAD21	22633399[PMID]
199	Cornelia de Lange syndrome	BRD4	29379197[PMID]
2162	Holoprosencephaly	ZIC2	29785796[PMID]
2162	Holoprosencephaly	SIX3	29785796[PMID]
2162	Holoprosencephaly	SIX3	29785796[PMID]
2162	Holoprosencephaly	FGF8	29785796[PMID]
2162	Holoprosencephaly	FGF8	29785796[PMID]
2162	Holoprosencephaly	GLI2	29785796[PMID]
2162	Holoprosencephaly	GLI2	29785796[PMID]
2162	Holoprosencephaly	FGFR1	29785796[PMID]
2162	Holoprosencephaly	FGFR1	29785796[PMID]
2162	Holoprosencephaly	DISP1	29785796[PMID]
2162	Holoprosencephaly	DISP1	29785796[PMID]
2162	Holoprosencephaly	STIL	29785796[PMID]
2162	Holoprosencephaly	STIL	29785796[PMID]
2162	Holoprosencephaly	SHH	29785796[PMID]
2162	Holoprosencephaly	SHH	29785796[PMID]
2162	Holoprosencephaly	ZIC2	29785796[PMID]
930	Idiopathic achalasia	CRLF1	27976805[PMID]
930	Idiopathic achalasia	HLA-DQA1	24997987[PMID]
930	Idiopathic achalasia	HLA-DQB1	24997987[PMID]
930	Idiopathic achalasia	NOS1	25479138[PMID]
1727	22q11.2 duplication syndrome	TBX1	19254783[PMID]
169079	Cernunnos-XLF deficiency	NHEJ1	
169100	Immunodeficiency due to CD25 deficiency	IL2RA	9096364[PMID]
169095	Severe combined immunodeficiency due to FOXN1 deficiency	FOXN1	10206641[PMID]
169082	Combined immunodeficiency due to CD3gamma deficiency	CD3G	
169085	Susceptibility to respiratory infections associated with CD8alpha chain mutation	CD8A	11435463[PMID]
168829	Primary peritoneal carcinoma	BRCA1	22006311[PMID]
753	46,XY disorder of sex development due to 5-alpha-reductase 2 deficiency	SRD5A2	8723114[PMID]_9497950[PMID]
868	Triose phosphate-isomerase deficiency	TPI1	
218	Darier disease	ATP2A2	22909361[PMID]_23356892[PMID]_23621824[PMID]
168796	Heart-hand syndrome, Slovenian type	LMNA	18611980[PMID]
1465	Coffin-Siris syndrome	ARID2	28124119[PMID]
1465	Coffin-Siris syndrome	SMARCB1	23556151[PMID]
1465	Coffin-Siris syndrome	SMARCA4	23556151[PMID]
1465	Coffin-Siris syndrome	ARID1B	23556151[PMID]
1465	Coffin-Siris syndrome	ARID1A	23556151[PMID]
1465	Coffin-Siris syndrome	SMARCE1	23556151[PMID]_23906836[PMID]_23929686[PMID]
1465	Coffin-Siris syndrome	SOX11	24886874[PMID]
1465	Coffin-Siris syndrome	SOX4	30661722[PMID]
1465	Coffin-Siris syndrome	DPF2	29429572[PMID]
1465	Coffin-Siris syndrome	SMARCD1	30879640[PMID]
1465	Coffin-Siris syndrome	SMARCC2	30580808[PMID]
168953	Myeloid/lymphoid neoplasm associated with FGFR1 rearrangement	FGFR1	23489324[PMID]
168950	Myeloid/lymphoid neoplasm associated with PDGFRB rearrangement	PDGFRB	23489324[PMID]
168947	Myeloid/lymphoid neoplasm associated with PDGFRA rearrangement	PDGFRA	23489324[PMID]
168940	Chronic eosinophilic leukemia	FIP1L1	24764730[PMID]_22523564[PMID]_17988989[PMID]_16502585[PMID]
168940	Chronic eosinophilic leukemia	PDGFRA	24764730[PMID]_22523564[PMID]_17988989[PMID]_16502585[PMID]
2609	Isolated complex I deficiency	TMEM126B	27374773[PMID]_27374774[PMID]
2609	Isolated complex I deficiency	NDUFAF8	31866046[PMID]
2609	Isolated complex I deficiency	TIMMDC1	28604674[PMID]
2609	Isolated complex I deficiency	NDUFB11	26741492[PMID]
2609	Isolated complex I deficiency	NDUFA6	30245030[PMID]
2609	Isolated complex I deficiency	MT-ND1	10775530[PMID]_16492986[PMID]
2609	Isolated complex I deficiency	MT-ND2	12192017[PMID]_15781840[PMID]
2609	Isolated complex I deficiency	MT-ND3	14705112[PMID]
2609	Isolated complex I deficiency	NDUFAF2	16200211[PMID]
2609	Isolated complex I deficiency	NDUFS1	20382551[PMID]_22644603[PMID]
2609	Isolated complex I deficiency	NDUFS2	15576045[PMID]_22644603[PMID]
2609	Isolated complex I deficiency	NDUFS3	22499348[PMID]
2609	Isolated complex I deficiency	NDUFS4	9463323[PMID]_22644603[PMID]
2609	Isolated complex I deficiency	NDUFS6	15372108[PMID]_19259137[PMID]_22644603[PMID]
2609	Isolated complex I deficiency	NDUFS7	22644603[PMID]
2609	Isolated complex I deficiency	NDUFS8	22499348[PMID]_22644603[PMID]
2609	Isolated complex I deficiency	NDUFV1	22644603[PMID]
2609	Isolated complex I deficiency	NDUFV2	12754703[PMID]_22644603[PMID]_26008862[PMID]
2609	Isolated complex I deficiency	NDUFA1	17262856[PMID]_19185523[PMID]_21596602[PMID]_22644603[PMID]
2609	Isolated complex I deficiency	NDUFAF4	18179882[PMID]_22644603[PMID]
2609	Isolated complex I deficiency	NDUFAF5	18940309[PMID]_22644603[PMID]
2609	Isolated complex I deficiency	NDUFA11	18306244[PMID]_22644603[PMID]
2609	Isolated complex I deficiency	NDUFAF3	19463981[PMID]_22644603[PMID]
2609	Isolated complex I deficiency	NUBPL	20818383[PMID]_22644603[PMID]_23553477[PMID]
2609	Isolated complex I deficiency	FOXRED1	20858599[PMID]
2609	Isolated complex I deficiency	NDUFAF1	17557076[PMID]
2609	Isolated complex I deficiency	NDUFB9	22200994[PMID]
2609	Isolated complex I deficiency	NDUFB3	22277967[PMID]_22499348[PMID]
2609	Isolated complex I deficiency	NDUFB10	28040730[PMID]
626	Large congenital melanocytic nevus	MC1R	22572819[PMID]
626	Large congenital melanocytic nevus	NRAS	23392294[PMID]_24129063[PMID]
773	Refsum disease	PHYH	20301527[PMID]
773	Refsum disease	PEX7	20301527[PMID]
169154	T-B+ severe combined immunodeficiency due to IL-7Ralpha deficiency	IL7R	
169150	Immunodeficiency due to a late component of complement deficiency	C5	
169150	Immunodeficiency due to a late component of complement deficiency	C6	
169150	Immunodeficiency due to a late component of complement deficiency	C7	
169150	Immunodeficiency due to a late component of complement deficiency	C8A	
169150	Immunodeficiency due to a late component of complement deficiency	C8B	
169150	Immunodeficiency due to a late component of complement deficiency	C8G	22773339[PMID]
169150	Immunodeficiency due to a late component of complement deficiency	C9	
169160	T-B+ severe combined immunodeficiency due to CD3delta/CD3epsilon/CD3zeta	CD3D	
169160	T-B+ severe combined immunodeficiency due to CD3delta/CD3epsilon/CD3zeta	CD3E	
169160	T-B+ severe combined immunodeficiency due to CD3delta/CD3epsilon/CD3zeta	CD247	
169157	T-B+ severe combined immunodeficiency due to CD45 deficiency	PTPRC	11145714[PMID]
1947	Progressive epilepsy-intellectual disability syndrome, Finnish type	CLN8	21990111[PMID]
169147	Immunodeficiency due to a classical component pathway complement deficiency	C2	
169147	Immunodeficiency due to a classical component pathway complement deficiency	C4A	
169147	Immunodeficiency due to a classical component pathway complement deficiency	C4B	
169147	Immunodeficiency due to a classical component pathway complement deficiency	C1QA	
169147	Immunodeficiency due to a classical component pathway complement deficiency	C1QB	
169147	Immunodeficiency due to a classical component pathway complement deficiency	C1QC	
169147	Immunodeficiency due to a classical component pathway complement deficiency	C1S	
169147	Immunodeficiency due to a classical component pathway complement deficiency	C1R	22773339[PMID]
169142	Recurrent infection due to specific granule deficiency	CEBPE	10359588[PMID]
169142	Recurrent infection due to specific granule deficiency	SMARCD2	28369036[PMID]
596	X-linked centronuclear myopathy	MTM1	20301605[PMID]
610	Bethlem myopathy	COL6A1	20301676[PMID]
610	Bethlem myopathy	COL6A2	20301676[PMID]
610	Bethlem myopathy	COL6A3	20301676[PMID]
610	Bethlem myopathy	COL12A1	24334769[PMID]_24334604[PMID]
169186	Autosomal recessive centronuclear myopathy	TTN	23975875[PMID]
169186	Autosomal recessive centronuclear myopathy	SPEG	25087613[PMID]
169186	Autosomal recessive centronuclear myopathy	RYR1	20839240[PMID]
169186	Autosomal recessive centronuclear myopathy	BIN1	17676042[PMID]
464	Incontinentia pigmenti	IKBKG	20301645[PMID]
169189	Autosomal dominant centronuclear myopathy	RYR1	
169189	Autosomal dominant centronuclear myopathy	DNM2	16227997[PMID]
169189	Autosomal dominant centronuclear myopathy	MYF6	
169189	Autosomal dominant centronuclear myopathy	BIN1	25260562[PMID]
169189	Autosomal dominant centronuclear myopathy	MTMR14	17008356[PMID]
44	Neonatal adrenoleukodystrophy	PEX2	
44	Neonatal adrenoleukodystrophy	PEX1	
44	Neonatal adrenoleukodystrophy	PEX10	
44	Neonatal adrenoleukodystrophy	PEX12	
44	Neonatal adrenoleukodystrophy	PEX13	
44	Neonatal adrenoleukodystrophy	PEX14	
44	Neonatal adrenoleukodystrophy	PEX16	
44	Neonatal adrenoleukodystrophy	PEX19	
44	Neonatal adrenoleukodystrophy	PEX26	
44	Neonatal adrenoleukodystrophy	PEX3	
44	Neonatal adrenoleukodystrophy	PEX5	
44	Neonatal adrenoleukodystrophy	PEX6	
44	Neonatal adrenoleukodystrophy	PEX11B	
56	Alkaptonuria	HGD	20301627[PMID]
963	Acromegaly	AIP	20530095[PMID]_23038625[PMID]_23300914[PMID]_20616502[PMID]
963	Acromegaly	GPR101	25470569[PMID]
1059	Blue rubber bleb nevus	TEK	27519652[PMID]
22	Succinic semialdehyde dehydrogenase deficiency	ALDH5A1	20301374[PMID]
29	Mevalonic aciduria	MVK	
245	Nager syndrome	SF3B4	22541558[PMID]
30	Hereditary orotic aciduria	UMPS	9042911[PMID]_19562503[PMID]
36	Acrocallosal syndrome	GLI3	23633388[PMID]_12414818[PMID]
36	Acrocallosal syndrome	KIF7	21552264[PMID]_23142271[PMID]
915	Aarskog-Scott syndrome	FGD1	
2614	Nail-patella syndrome	LMX1B	20301311[PMID]
33	Isovaleric acidemia	IVD	
819	Smith-Magenis syndrome	DEAF1	28213671[PMID]
819	Smith-Magenis syndrome	RAI1	20301487[PMID]
819	Smith-Magenis syndrome	FLII	9177775[PMID]_7825574[PMID]_15690371[PMID]
819	Smith-Magenis syndrome	IQSEC2	28213671[PMID]
168615	Hereditary persistence of alpha-fetoprotein	AFP	7684942[PMID]
168612	Congenital deficiency in alpha-fetoprotein	AFP	15280901[PMID]
1452	Cleidocranial dysplasia	RUNX2	
168629	Autosomal thrombocytopenia with normal platelets	IKZF5	31217188[PMID]
168629	Autosomal thrombocytopenia with normal platelets	MASTL	12890928[PMID]
168629	Autosomal thrombocytopenia with normal platelets	CYCS	18345000[PMID]_24326104[PMID]
168629	Autosomal thrombocytopenia with normal platelets	ANKRD26	26175287[PMID]
168624	Familial scaphocephaly syndrome, McGillivray type	FGFR2	16061565[PMID]
193	Cohen syndrome	VPS13B	
1334	Chronic mucocutaneous candidiasis	CLEC7A	19864674[PMID]
1334	Chronic mucocutaneous candidiasis	IL17RA	21350122[PMID]
1334	Chronic mucocutaneous candidiasis	IL17F	21350122[PMID]
1334	Chronic mucocutaneous candidiasis	TRAF3IP2	24120361[PMID]
1334	Chronic mucocutaneous candidiasis	IL17RC	25918342[PMID]
168583	Hereditary North American Indian childhood cirrhosis	UTP4	12417987[PMID]
1369	Congenital cataract-hypertrophic cardiomyopathy-mitochondrial myopathy syndrome	TKFC	32004446[PMID]
1369	Congenital cataract-hypertrophic cardiomyopathy-mitochondrial myopathy syndrome	SLC25A4	22187496[PMID]
1369	Congenital cataract-hypertrophic cardiomyopathy-mitochondrial myopathy syndrome	AGK	22284826[PMID]
168577	Hereditary cryohydrocytosis with reduced stomatin	SLC2A1	21791420[PMID]
168593	Sudden infant death-dysgenesis of the testes syndrome	TSPYL1	15273283[PMID]
168588	Hyperandrogenism due to cortisone reductase deficiency	H6PD	18628520[PMID]
168588	Hyperandrogenism due to cortisone reductase deficiency	HSD11B1	21325058[PMID]
168601	Congenital enteropathy due to enteropeptidase deficiency	TMPRSS15	11719902[PMID]
168598	Brain demyelination due to methionine adenosyltransferase deficiency	MAT1A	22951388[PMID]
168606	Seborrhea-like dermatitis with psoriasiform elements	ZNF750	16751772[PMID]
1154	Arthrogryposis-oculomotor limitation-electroretinal anomalies syndrome	PIEZO2	23487782[PMID]
1162	NON RARE IN EUROPE: Asperger syndrome	NLGN3	12669065[PMID]
1162	NON RARE IN EUROPE: Asperger syndrome	NLGN4X	12669065[PMID]
168558	46,XY disorder of sex development-adrenal insufficiency due to CYP11A1 deficiency	CYP11A1	18182448[PMID]_15507506[PMID]_11502818[PMID]
168563	46,XY gonadal dysgenesis-motor and sensory neuropathy syndrome	DHH	11017805[PMID]
124	Blackfan-Diamond anemia	RPL18	28280134[PMID]
124	Blackfan-Diamond anemia	RPS27	25424902[PMID]
124	Blackfan-Diamond anemia	RPL27	25424902[PMID]
124	Blackfan-Diamond anemia	RPS15A	27909223[PMID]
124	Blackfan-Diamond anemia	TSR2	24942156[PMID]
124	Blackfan-Diamond anemia	RPL35	28280134[PMID]
124	Blackfan-Diamond anemia	RPL31	25042156[PMID]
124	Blackfan-Diamond anemia	ADA2	30503522[PMID]
124	Blackfan-Diamond anemia	RPS20	32790018[PMID]
124	Blackfan-Diamond anemia	RPS19	20301769[PMID]
124	Blackfan-Diamond anemia	RPS24	20301769[PMID]
124	Blackfan-Diamond anemia	GATA1	24952648[PMID]_22706301[PMID]
124	Blackfan-Diamond anemia	RPS17	20301769[PMID]
124	Blackfan-Diamond anemia	RPS7	20301769[PMID]
124	Blackfan-Diamond anemia	RPL5	20301769[PMID]
124	Blackfan-Diamond anemia	RPL11	20301769[PMID]
124	Blackfan-Diamond anemia	RPL35A	20301769[PMID]
124	Blackfan-Diamond anemia	RPS10	20301769[PMID]
124	Blackfan-Diamond anemia	RPS26	20301769[PMID]
124	Blackfan-Diamond anemia	RPL26	20301769[PMID]_22431104[PMID]
124	Blackfan-Diamond anemia	RPL15	20301769[PMID]_23812780[PMID]
124	Blackfan-Diamond anemia	RPS29	24829207[PMID]
124	Blackfan-Diamond anemia	RPS28	24942156[PMID]
